sentence1	sentence2	label	genre
oh yes Jessica Tandy won best actress and uh say	Yes , Jessica Tandy won a Best Actress award .	entailment	telephone
The mafia is over as we know it , or think we know it .	The mafia still rules , and will always do , as far was we can tell .	contradiction	slate
The rules are judgmental , not probabilistic .	There are judgemental rules in place .	entailment	government
At the Carnival of 1494 , he shamed the Florentines into throwing their vanities not only clothes , jewelry , and cosmetics , but books and paintings , with Botticelli contributing some of his own onto a giant fire on the Piazza della Signoria .	He guilted Florentines into destroying a billion dollars worth of their possessions .	neutral	travel
Porto Santo is tiny ( less than 11 km by 6 km/6 miles by 4 miles ) .	Porto Santo is massive .	contradiction	travel
For centuries , the odysseys of victorious commanders and commercial ventures of local merchants began and ended here .	This was the most popular sea route for centuries .	neutral	travel
In the end I found myself in a carriage with Mrs. Vandemeyer after all .	I traveled separately from Mrs. Vandemeyer after all .	contradiction	fiction
Natalia/Lincoln crossed his/her arms .	Natalia kept her hands at her side .	contradiction	fiction
Many firms are drifting because they are uncertain about the appropriate size and role of their inhouse capital projects organization .	Many firms are n't drifting because they are sure about the appropriate size	contradiction	government
The Committee supports LSC 's efforts to streamline its service area configurations through the State planning process .	The committee warned the LSC not to simplify .	contradiction	government
The model outlines the process used to acquire information technologies and identifies elements of the process that are essential for planning and carrying out acquisitions .	The process through which information technology is acquired is outlined in the model .	entailment	government
The hastily aroused household come trooping down the passage .	Everyone in the house comes down to see what 's happening .	neutral	fiction
The burden that the restrictive USO imposes on a post is the increase in its unit costs resulting from cream skimming under liberalization caused by the requirements of uniform pricing and levels of service .	The burden that the USO imposes on a post is how much the unit costs increased .	entailment	government
young families whatever they just they just could n't you know take off to do that	Families today have too much going on to be spontaneous .	neutral	telephone
